scenario,n_port,lam_nm,eta_atm,eta_tel,eta_fore,eta_inj,eta_internal,qe,eta_sys
3-port,3,1099.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
3-port,3,1100.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
7-port,7,800.0,0.85,0.81,0.8,0.6,0.5847682483558584,0.9,0.1739287896449797
7-port,7,801.0,0.85,0.81,0.8,0.6,0.5847682483558584,0.9,0.1739287896449797
7-port,7,802.0,0.85,0.81,0.8,0.6,0.5847682483558584,0.9,0.1739287896449797
7-port,7,803.0,0.85,0.81,0.8,0.6,0.5847682483558584,0.9,0.1739287896449797
7-port,7,804.0,0.85,0.81,0.8,0.6,0.5847682483558584,0.9,0.1739287896449797
7-port,7,805.0,0.85,0.81,0.8,0.6,0.5847682483558584,0.9,0.1739287896449797
7-port,7,806.0,0.85,0.81,0.8,0.6,0.5847682483558584,0.9,0.1739287896449797
7-port,7,807.0,0.85,0.81,0.8,0.6,0.5847682483558584,0.9,0.1739287896449797
7-port,7,808.0,0.85,0.81,0.8,0.6,0.5847682483558584,0.9,0.1739287896449797
7-port,7,809.0,0.85,0.81,0.8,0.6,0.5847682483558584,0.9,0.1739287896449797
7-port,7,810.0,0.85,0.81,0.8,0.6,0.5847682483558584,0.9,0.1739287896449797
7-port,7,811.0,0.85,0.81,0.8,0.6,0.5847682483558584,0.9,0.1739287896449797
7-port,7,812.0,0.85,0.81,0.8,0.6,0.5847682483558584,0.9,0.1739287896449797
7-port,7,813.0,0.85,0.81,0.8,0.6,0.5847682483558584,0.9,0.1739287896449797
7-port,7,814.0,0.85,0.81,0.8,0.6,0.5847682483558584,0.9,0.1739287896449797
7-port,7,815.0,0.85,0.81,0.8,0.6,0.5847682483558584,0.9,0.1739287896449797
7-port,7,816.0,0.85,0.81,0.8,0.6,0.5847682483558584,0.9,0.1739287896449797
7-port,7,817.0,0.85,0.81,0.8,0.6,0.5847682483558584,0.9,0.1739287896449797
7-port,7,818.0,0.85,0.81,0.8,0.6,0.5847682483558584,0.9,0.1739287896449797
7-port,7,819.0,0.85,0.81,0.8,0.6,0.5847682483558584,0.9,0.1739287896449797
7-port,7,820.0,0.85,0.81,0.8,0.6,0.5847682483558584,0.9,0.1739287896449797
7-port,7,821.0,0.85,0.81,0.8,0.6,0.5847682483558584,0.9,0.1739287896449797
7-port,7,822.0,0.85,0.81,0.8,0.6,0.5847682483558584,0.9,0.1739287896449797
7-port,7,823.0,0.85,0.81,0.8,0.6,0.5847682483558584,0.9,0.1739287896449797
7-port,7,824.0,0.85,0.81,0.8,0.6,0.5847682483558584,0.9,0.1739287896449797
7-port,7,825.0,0.85,0.81,0.8,0.6,0.5847682483558584,0.9,0.1739287896449797
7-port,7,826.0,0.85,0.81,0.8,0.6,0.5847682483558584,0.9,0.1739287896449797
7-port,7,827.0,0.85,0.81,0.8,0.6,0.5847682483558584,0.9,0.1739287896449797
7-port,7,828.0,0.85,0.81,0.8,0.6,0.5847682483558584,0.9,0.1739287896449797
7-port,7,829.0,0.85,0.81,0.8,0.6,0.5847682483558584,0.9,0.1739287896449797
7-port,7,830.0,0.85,0.81,0.8,0.6,0.5847682483558584,0.9,0.1739287896449797
7-port,7,831.0,0.85,0.81,0.8,0.6,0.5847682483558584,0.9,0.1739287896449797
7-port,7,832.0,0.85,0.81,0.8,0.6,0.5847682483558584,0.9,0.1739287896449797
7-port,7,833.0,0.85,0.81,0.8,0.6,0.5847682483558584,0.9,0.1739287896449797
7-port,7,834.0,0.85,0.81,0.8,0.6,0.5847682483558584,0.9,0.1739287896449797
7-port,7,835.0,0.85,0.81,0.8,0.6,0.5847682483558584,0.9,0.1739287896449797
7-port,7,836.0,0.85,0.81,0.8,0.6,0.5847682483558584,0.9,0.1739287896449797
7-port,7,837.0,0.85,0.81,0.8,0.6,0.5847682483558584,0.9,0.1739287896449797
7-port,7,838.0,0.85,0.81,0.8,0.6,0.6781939239709261,0.9,0.20171657519452052
7-port,7,839.0,0.85,0.81,0.8,0.6,0.6781939239709261,0.9,0.20171657519452052
7-port,7,840.0,0.85,0.81,0.8,0.6,0.6781939239709261,0.9,0.20171657519452052
7-port,7,841.0,0.85,0.81,0.8,0.6,0.6781939239709261,0.9,0.20171657519452052
7-port,7,842.0,0.85,0.81,0.8,0.6,0.6781939239709261,0.9,0.20171657519452052
7-port,7,843.0,0.85,0.81,0.8,0.6,0.6781939239709261,0.9,0.20171657519452052
7-port,7,844.0,0.85,0.81,0.8,0.6,0.6781939239709261,0.9,0.20171657519452052
7-port,7,845.0,0.85,0.81,0.8,0.6,0.6781939239709261,0.9,0.20171657519452052
7-port,7,846.0,0.85,0.81,0.8,0.6,0.6781939239709261,0.9,0.20171657519452052
7-port,7,847.0,0.85,0.81,0.8,0.6,0.6781939239709261,0.9,0.20171657519452052
7-port,7,848.0,0.85,0.81,0.8,0.6,0.6781939239709261,0.9,0.20171657519452052
7-port,7,849.0,0.85,0.81,0.8,0.6,0.6781939239709261,0.9,0.20171657519452052
7-port,7,850.0,0.85,0.81,0.8,0.6,0.6781939239709261,0.9,0.20171657519452052
7-port,7,851.0,0.85,0.81,0.8,0.6,0.6781939239709261,0.9,0.20171657519452052
7-port,7,852.0,0.85,0.81,0.8,0.6,0.6781939239709261,0.9,0.20171657519452052
7-port,7,853.0,0.85,0.81,0.8,0.6,0.6781939239709261,0.9,0.20171657519452052
7-port,7,854.0,0.85,0.81,0.8,0.6,0.6781939239709261,0.9,0.20171657519452052
7-port,7,855.0,0.85,0.81,0.8,0.6,0.6781939239709261,0.9,0.20171657519452052
7-port,7,856.0,0.85,0.81,0.8,0.6,0.6781939239709261,0.9,0.20171657519452052
7-port,7,857.0,0.85,0.81,0.8,0.6,0.6781939239709261,0.9,0.20171657519452052
7-port,7,858.0,0.85,0.81,0.8,0.6,0.6781939239709261,0.9,0.20171657519452052
7-port,7,859.0,0.85,0.81,0.8,0.6,0.6781939239709261,0.9,0.20171657519452052
7-port,7,860.0,0.85,0.81,0.8,0.6,0.6781939239709261,0.9,0.20171657519452052
7-port,7,861.0,0.85,0.81,0.8,0.6,0.6781939239709261,0.9,0.20171657519452052
7-port,7,862.0,0.85,0.81,0.8,0.6,0.6781939239709261,0.9,0.20171657519452052
7-port,7,863.0,0.85,0.81,0.8,0.6,0.6781939239709261,0.9,0.20171657519452052
7-port,7,864.0,0.85,0.81,0.8,0.6,0.6781939239709261,0.9,0.20171657519452052
7-port,7,865.0,0.85,0.81,0.8,0.6,0.6781939239709261,0.9,0.20171657519452052
7-port,7,866.0,0.85,0.81,0.8,0.6,0.6781939239709261,0.9,0.20171657519452052
7-port,7,867.0,0.85,0.81,0.8,0.6,0.6781939239709261,0.9,0.20171657519452052
7-port,7,868.0,0.85,0.81,0.8,0.6,0.6781939239709261,0.9,0.20171657519452052
7-port,7,869.0,0.85,0.81,0.8,0.6,0.6781939239709261,0.9,0.20171657519452052
7-port,7,870.0,0.85,0.81,0.8,0.6,0.6781939239709261,0.9,0.20171657519452052
7-port,7,871.0,0.85,0.81,0.8,0.6,0.6781939239709261,0.9,0.20171657519452052
7-port,7,872.0,0.85,0.81,0.8,0.6,0.6781939239709261,0.9,0.20171657519452052
7-port,7,873.0,0.85,0.81,0.8,0.6,0.6781939239709261,0.9,0.20171657519452052
7-port,7,874.0,0.85,0.81,0.8,0.6,0.6781939239709261,0.9,0.20171657519452052
7-port,7,875.0,0.85,0.81,0.8,0.6,0.6781939239709261,0.9,0.20171657519452052
7-port,7,876.0,0.85,0.81,0.8,0.6,0.6781939239709261,0.9,0.20171657519452052
7-port,7,877.0,0.85,0.81,0.8,0.6,0.6781939239709261,0.9,0.20171657519452052
7-port,7,878.0,0.85,0.81,0.8,0.6,0.6781939239709261,0.9,0.20171657519452052
7-port,7,879.0,0.85,0.81,0.8,0.6,0.6781939239709261,0.9,0.20171657519452052
7-port,7,880.0,0.85,0.81,0.8,0.6,0.6781939239709261,0.9,0.20171657519452052
7-port,7,881.0,0.85,0.81,0.8,0.6,0.6781939239709261,0.9,0.20171657519452052
7-port,7,882.0,0.85,0.81,0.8,0.6,0.6781939239709261,0.9,0.20171657519452052
7-port,7,883.0,0.85,0.81,0.8,0.6,0.6781939239709261,0.9,0.20171657519452052
7-port,7,884.0,0.85,0.81,0.8,0.6,0.6781939239709261,0.9,0.20171657519452052
7-port,7,885.0,0.85,0.81,0.8,0.6,0.6781939239709261,0.9,0.20171657519452052
7-port,7,886.0,0.85,0.81,0.8,0.6,0.6781939239709261,0.9,0.20171657519452052
7-port,7,887.0,0.85,0.81,0.8,0.6,0.6781939239709261,0.9,0.20171657519452052
7-port,7,888.0,0.85,0.81,0.8,0.6,0.6781939239709261,0.9,0.20171657519452052
7-port,7,889.0,0.85,0.81,0.8,0.6,0.7963776030963178,0.9,0.23686818324414402
7-port,7,890.0,0.85,0.81,0.8,0.6,0.7963776030963178,0.9,0.23686818324414402
7-port,7,891.0,0.85,0.81,0.8,0.6,0.7963776030963178,0.9,0.23686818324414402
7-port,7,892.0,0.85,0.81,0.8,0.6,0.7963776030963178,0.9,0.23686818324414402
7-port,7,893.0,0.85,0.81,0.8,0.6,0.7963776030963178,0.9,0.23686818324414402
7-port,7,894.0,0.85,0.81,0.8,0.6,0.7963776030963178,0.9,0.23686818324414402
7-port,7,895.0,0.85,0.81,0.8,0.6,0.7963776030963178,0.9,0.23686818324414402
7-port,7,896.0,0.85,0.81,0.8,0.6,0.7963776030963178,0.9,0.23686818324414402
7-port,7,897.0,0.85,0.81,0.8,0.6,0.7963776030963178,0.9,0.23686818324414402
7-port,7,898.0,0.85,0.81,0.8,0.6,0.7963776030963178,0.9,0.23686818324414402
7-port,7,899.0,0.85,0.81,0.8,0.6,0.7963776030963178,0.9,0.23686818324414402
7-port,7,900.0,0.85,0.81,0.8,0.6,0.7963776030963178,0.9,0.23686818324414402
7-port,7,901.0,0.85,0.81,0.8,0.6,0.7963776030963178,0.9,0.23686818324414402
7-port,7,902.0,0.85,0.81,0.8,0.6,0.7963776030963178,0.9,0.23686818324414402
7-port,7,903.0,0.85,0.81,0.8,0.6,0.7963776030963178,0.9,0.23686818324414402
7-port,7,904.0,0.85,0.81,0.8,0.6,0.7963776030963178,0.9,0.23686818324414402
7-port,7,905.0,0.85,0.81,0.8,0.6,0.7963776030963178,0.9,0.23686818324414402
7-port,7,906.0,0.85,0.81,0.8,0.6,0.7963776030963178,0.9,0.23686818324414402
7-port,7,907.0,0.85,0.81,0.8,0.6,0.7963776030963178,0.9,0.23686818324414402
7-port,7,908.0,0.85,0.81,0.8,0.6,0.7963776030963178,0.9,0.23686818324414402
7-port,7,909.0,0.85,0.81,0.8,0.6,0.7963776030963178,0.9,0.23686818324414402
7-port,7,910.0,0.85,0.81,0.8,0.6,0.7963776030963178,0.9,0.23686818324414402
7-port,7,911.0,0.85,0.81,0.8,0.6,0.7963776030963178,0.9,0.23686818324414402
7-port,7,912.0,0.85,0.81,0.8,0.6,0.7963776030963178,0.9,0.23686818324414402
7-port,7,913.0,0.85,0.81,0.8,0.6,0.7963776030963178,0.9,0.23686818324414402
7-port,7,914.0,0.85,0.81,0.8,0.6,0.7963776030963178,0.9,0.23686818324414402
7-port,7,915.0,0.85,0.81,0.8,0.6,0.7963776030963178,0.9,0.23686818324414402
7-port,7,916.0,0.85,0.81,0.8,0.6,0.7963776030963178,0.9,0.23686818324414402
7-port,7,917.0,0.85,0.81,0.8,0.6,0.7963776030963178,0.9,0.23686818324414402
7-port,7,918.0,0.85,0.81,0.8,0.6,0.7963776030963178,0.9,0.23686818324414402
7-port,7,919.0,0.85,0.81,0.8,0.6,0.7963776030963178,0.9,0.23686818324414402
7-port,7,920.0,0.85,0.81,0.8,0.6,0.7963776030963178,0.9,0.23686818324414402
7-port,7,921.0,0.85,0.81,0.8,0.6,0.7963776030963178,0.9,0.23686818324414402
7-port,7,922.0,0.85,0.81,0.8,0.6,0.7963776030963178,0.9,0.23686818324414402
7-port,7,923.0,0.85,0.81,0.8,0.6,0.7963776030963178,0.9,0.23686818324414402
7-port,7,924.0,0.85,0.81,0.8,0.6,0.7963776030963178,0.9,0.23686818324414402
7-port,7,925.0,0.85,0.81,0.8,0.6,0.7963776030963178,0.9,0.23686818324414402
7-port,7,926.0,0.85,0.81,0.8,0.6,0.7963776030963178,0.9,0.23686818324414402
7-port,7,927.0,0.85,0.81,0.8,0.6,0.7963776030963178,0.9,0.23686818324414402
7-port,7,928.0,0.85,0.81,0.8,0.6,0.7963776030963178,0.9,0.23686818324414402
7-port,7,929.0,0.85,0.81,0.8,0.6,0.7963776030963178,0.9,0.23686818324414402
7-port,7,930.0,0.85,0.81,0.8,0.6,0.7963776030963178,0.9,0.23686818324414402
7-port,7,931.0,0.85,0.81,0.8,0.6,0.7963776030963178,0.9,0.23686818324414402
7-port,7,932.0,0.85,0.81,0.8,0.6,0.7963776030963178,0.9,0.23686818324414402
7-port,7,933.0,0.85,0.81,0.8,0.6,0.7963776030963178,0.9,0.23686818324414402
7-port,7,934.0,0.85,0.81,0.8,0.6,0.7963776030963178,0.9,0.23686818324414402
7-port,7,935.0,0.85,0.81,0.8,0.6,0.7963776030963178,0.9,0.23686818324414402
7-port,7,936.0,0.85,0.81,0.8,0.6,0.7963776030963178,0.9,0.23686818324414402
7-port,7,937.0,0.85,0.81,0.8,0.6,0.7963776030963178,0.9,0.23686818324414402
7-port,7,938.0,0.85,0.81,0.8,0.6,0.7963776030963178,0.9,0.23686818324414402
7-port,7,939.0,0.85,0.81,0.8,0.6,0.7963776030963178,0.9,0.23686818324414402
7-port,7,940.0,0.85,0.81,0.8,0.6,0.7963776030963178,0.9,0.23686818324414402
7-port,7,941.0,0.85,0.81,0.8,0.6,0.7963776030963178,0.9,0.23686818324414402
7-port,7,942.0,0.85,0.81,0.8,0.6,0.7963776030963178,0.9,0.23686818324414402
7-port,7,943.0,0.85,0.81,0.8,0.6,0.7963776030963178,0.9,0.23686818324414402
7-port,7,944.0,0.85,0.81,0.8,0.6,0.7963776030963178,0.9,0.23686818324414402
7-port,7,945.0,0.85,0.81,0.8,0.6,0.7963776030963178,0.9,0.23686818324414402
7-port,7,946.0,0.85,0.81,0.8,0.6,0.7963776030963178,0.9,0.23686818324414402
7-port,7,947.0,0.85,0.81,0.8,0.6,0.7963776030963178,0.9,0.23686818324414402
7-port,7,948.0,0.85,0.81,0.8,0.6,0.7963776030963178,0.9,0.23686818324414402
7-port,7,949.0,0.85,0.81,0.8,0.6,0.7963776030963178,0.9,0.23686818324414402
7-port,7,950.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
7-port,7,951.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
7-port,7,952.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
7-port,7,953.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
7-port,7,954.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
7-port,7,955.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
7-port,7,956.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
7-port,7,957.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
7-port,7,958.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
7-port,7,959.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
7-port,7,960.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
7-port,7,961.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
7-port,7,962.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
7-port,7,963.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
7-port,7,964.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
7-port,7,965.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
7-port,7,966.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
7-port,7,967.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
7-port,7,968.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
7-port,7,969.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
7-port,7,970.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
7-port,7,971.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
7-port,7,972.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
7-port,7,973.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
7-port,7,974.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
7-port,7,975.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
7-port,7,976.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
7-port,7,977.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
7-port,7,978.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
7-port,7,979.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
7-port,7,980.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
7-port,7,981.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
7-port,7,982.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
7-port,7,983.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
7-port,7,984.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
7-port,7,985.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
7-port,7,986.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
7-port,7,987.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
7-port,7,988.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
7-port,7,989.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
7-port,7,990.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
7-port,7,991.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
7-port,7,992.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
7-port,7,993.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
7-port,7,994.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
7-port,7,995.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
7-port,7,996.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
7-port,7,997.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
7-port,7,998.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
7-port,7,999.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
7-port,7,1000.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
7-port,7,1001.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
7-port,7,1002.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
7-port,7,1003.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
7-port,7,1004.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
7-port,7,1005.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
7-port,7,1006.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
7-port,7,1007.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
7-port,7,1008.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
7-port,7,1009.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
7-port,7,1010.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
7-port,7,1011.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
7-port,7,1012.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
7-port,7,1013.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
7-port,7,1014.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
7-port,7,1015.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
7-port,7,1016.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
7-port,7,1017.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
7-port,7,1018.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
7-port,7,1019.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
7-port,7,1020.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
7-port,7,1021.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
7-port,7,1022.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
7-port,7,1023.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
7-port,7,1024.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
7-port,7,1025.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
7-port,7,1026.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
7-port,7,1027.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
7-port,7,1028.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
7-port,7,1029.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
7-port,7,1030.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
7-port,7,1031.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
7-port,7,1032.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
7-port,7,1033.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
7-port,7,1034.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
7-port,7,1035.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
7-port,7,1036.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
7-port,7,1037.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
7-port,7,1038.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
7-port,7,1039.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
7-port,7,1040.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
7-port,7,1041.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
7-port,7,1042.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
7-port,7,1043.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
7-port,7,1044.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
7-port,7,1045.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
7-port,7,1046.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
7-port,7,1047.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
7-port,7,1048.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
7-port,7,1049.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
7-port,7,1050.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
7-port,7,1051.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
7-port,7,1052.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
7-port,7,1053.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
7-port,7,1054.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
7-port,7,1055.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
7-port,7,1056.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
7-port,7,1057.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
7-port,7,1058.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
7-port,7,1059.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
7-port,7,1060.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
7-port,7,1061.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
7-port,7,1062.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
7-port,7,1063.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
7-port,7,1064.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
7-port,7,1065.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
7-port,7,1066.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
7-port,7,1067.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
7-port,7,1068.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
7-port,7,1069.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
7-port,7,1070.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
7-port,7,1071.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
7-port,7,1072.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
7-port,7,1073.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
7-port,7,1074.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
7-port,7,1075.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
7-port,7,1076.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
7-port,7,1077.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
7-port,7,1078.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
7-port,7,1079.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
7-port,7,1080.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
7-port,7,1081.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
7-port,7,1082.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
7-port,7,1083.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
7-port,7,1084.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
7-port,7,1085.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
7-port,7,1086.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
7-port,7,1087.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
7-port,7,1088.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
7-port,7,1089.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
7-port,7,1090.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
7-port,7,1091.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
7-port,7,1092.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
7-port,7,1093.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
7-port,7,1094.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
7-port,7,1095.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
7-port,7,1096.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
7-port,7,1097.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
7-port,7,1098.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
7-port,7,1099.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
7-port,7,1100.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
19-port,19,800.0,0.85,0.81,0.8,0.6,0.5891897619697719,0.9,0.17524388928219323
